country,city,line,phase,start_year,end_year,is_regional_rail,length_km,tunnel_pct,tunnel_km,num_stations,is_anglo,ppp_rate,real_cost_2023_musd,cost_per_km_2023_musd
AE,Dubai,Phase 1,Phase 1 - Red Line,2005.0,2010.0,0.0,35.0,0.13428571428571429,4.7,29.0,0.0,1.8,11794.916129032257,336.9976036866359
AE,Dubai,Phase 2,Phase 2 - Green Line,2006.0,2010.0,0.0,22.5,0.35111111111111115,7.9,20.0,0.0,1.9,10338.103571428572,459.4712698412699
AE,Dubai,Red Line,Phase 3 (Red Line Extension/Route 2020),2016.0,2020.0,0.0,15.0,0.21333333333333335,3.2,7.0,0.0,1.9,6995.246055323387,466.34973702155906
AR,Buenos Aires,RER,RER,2020.0,2026.0,1.0,20.0,1.0,20.0,4.0,0.0,2.02,4646.0,232.3
AT,Vienna,va,Lainz Tunnel,1999.0,2012.0,1.0,12.8,1.0,12.8,0.0,0.0,1.25,2535.2828981054786,198.06897641449052
AT,Vienna,Line 2,Line 2 extension,2010.0,2013.0,0.0,4.2,0.0,0.0,3.0,0.0,1.3,552.087737484429,131.4494613058164
AT,Vienna,Line 1,Line 1 extension,2012.0,2017.0,0.0,4.7,0.57,2.7,5.0,0.0,1.3,1002.7447820198552,213.34995362124576
AT,Vienna,U2/U5 cross,U2/U5 cross,2019.0,2029.0,0.0,9.0,1.0,9.0,11.0,0.0,1.3,2860.0,317.77777777777777
AU,Melbourne,Metro Tunnel,Metro Tunnel,2018.0,2025.0,0.0,9.0,1.0,9.0,5.0,1.0,0.69,9764.178232542346,1084.908692504705
AU,Perth,Forrestfield-Airport Link,Forrestfield-Airport Link,2016.0,2021.0,1.0,8.5,1.0,8.5,3.0,1.0,0.69,1557.322363773212,183.21439573802493
AU,Sydney,Metro NW,Metro NW,2013.0,2019.0,0.0,36.0,0.42,15.1,13.0,1.0,0.69,6832.743061660702,189.79841837946393
AU,Sydney,Metro City & SW,Metro City & SW,2017.0,2024.0,0.0,30.0,0.51,15.3,7.0,1.0,0.69,12026.378898032992,400.8792966010997
BD,Dhaka,Line 6,Line 6,2015.0,2022.0,0.0,21.3,0.0,0.0,16.0,0.0,0.032,12765.835905451444,599.3350190352791
BD,Dhaka,Line 1,Line 1,2020.0,2026.0,0.0,31.2,0.64,19.9,19.0,0.0,0.032,16819.52,539.0871794871795
BD,Dhaka,Line 5,Line 5,2020.0,2028.0,0.0,19.6,0.7,14.0,14.0,0.0,0.032,13196.16,673.2734693877551
BE,Brussels,Line 3,Line 3,2020.0,2028.0,0.0,4.8,1.0,4.8,7.0,0.0,1.3,3380.0,704.1666666666667
BG,Sofia,Line 2,Line 2,2008.0,2012.0,0.0,17.0,0.9,15.3,11.0,0.0,3.32,4416.541298015189,259.7965469420699
BG,Sofia,Line 1,Line 1 southern,2013.0,2015.0,0.0,3.0,1.0,3.0,3.0,0.0,3.32,188.0190091916734,62.67300306389113
BG,Sofia,Line 2,Line 2 extension,2012.0,2016.0,0.0,1.3,1.0,1.3,1.0,0.0,3.32,89.73634529602595,69.02795792001996
BG,Sofia,Line 3,Line 3,2016.0,2021.0,0.0,12.0,1.0,12.0,12.0,0.0,3.32,2014.3019509611438,167.85849591342867
BG,Sofia,Line 3,Line 3 extension (Third Stage),2021.0,2026.0,0.0,3.1,1.0,3.1,4.0,0.0,3.32,419.99556039413955,135.4824388368192
BG,Sofia,Line 1,Line 1 northern,2009.0,,0.0,5.1,0.6,3.1,4.0,0.0,1.69,961.1438192941262,188.459572410613
BH,Bahrain,Phase 1,Phase 1 (Red & Blue),2018.0,2023.0,1.0,28.6,0.0,0.0,20.0,0.0,5.0,2699.515483636278,94.38865327399573
BH,Bahrain,Phase 2,Phase 2,2020.0,,1.0,72.7,0.0,0.0,,0.0,5.0,10480.174817478079,144.15646241372872
BR,Rio de Janeiro,Line 4,Line 4,2010.0,2016.0,0.0,16.0,0.96,15.4,7.0,0.0,0.59,7948.565846915955,496.7853654322472
BR,Salvador,Lines 1-2,Lines 1-2,2000.0,2017.0,0.0,33.0,0.04,1.4,20.0,0.0,0.62,3949.5507373886076,119.68335567844267
BR,Salvador,SkyRail Bahia,SkyRail Bahia,2020.0,2022.0,0.0,23.3,0.0,0.0,26.0,0.0,2.3,1781.9731313429527,76.4795335340323
BR,Sao Paulo,Line 5,Line 5 extension,2010.0,2019.0,0.0,12.0,1.0,12.0,11.0,0.0,0.55,4884.529982765613,407.04416523046774
BR,Sao Paulo,Line 17,Line 17,2012.0,2021.0,0.0,7.7,0.0,0.0,8.0,0.0,2.3,3795.9683675892784,492.9829048817245
BR,Sao Paulo,Line 6,Line 6 phase 1,2015.0,2023.0,0.0,15.9,0.84,13.4,15.0,0.0,0.44,4972.977377313948,312.76587278704073
CA,Calgary,Green Line,Green Line stage 1,2021.0,2027.0,0.0,20.0,0.2,4.0,15.0,1.0,0.84,4620.0,231.0
CA,Edmonton,Valley Line Southeast,Southeast,2016.0,2023.0,0.0,13.1,0.03,0.4,12.0,1.0,0.802,1720.5388751334797,131.33884543003663
CA,Edmonton,Metro Line Extension,Northwest Phase 1,2020.0,2024.0,0.0,1.6,0.0,0.0,2.0,1.0,0.81,277.5048526530944,173.440532908184
CA,Edmonton,Valley Line Extension,West,2022.0,2028.0,0.0,14.0,0.0,0.0,14.0,1.0,0.88,2473.806878406315,176.70049131473678
CA,Hamilton,Hamilton LRT,Phase 1,2025.0,2029.0,0.0,14.0,0.0,0.0,17.0,,1.0,3400.0,242.85714285714286
CA,Mississauga,Hazel McCallion LRT,Phase 1,2020.0,2027.0,0.0,18.0,0.0005263157894736842,1.0,19.0,,0.84,4648.03851459173,258.2243619217628
CA,Montreal,Laval extension,Laval extension,2001.0,2007.0,0.0,5.2,1.0,5.2,3.0,1.0,0.81,973.3849756484914,187.18941839394066
CA,Montreal,Blue Line,Blue Line,2020.0,2026.0,0.0,5.8,1.0,5.8,5.0,1.0,0.84,7746.568466828881,1335.6152529015312
CA,Montreal,PSE,Phase 1,2025.0,2033.0,0.0,31.0,0.0,0.0,29.0,0.0,1.0,19000.0,612.9032258064516
CA,Montreal,REM,Current Project Scope,2018.0,2027.0,0.0,67.0,0.15671641791044777,10.5,24.0,1.0,0.84,9581.282051077827,143.0042097175795
CA,Ottawa,Confederation,Confederation,2013.0,2019.0,0.0,12.5,0.2,2.5,13.0,1.0,0.83,2212.833734016091,177.0266987212873
CA,Ottawa,Confederation,East West Extensions,2019.0,2025.0,0.0,28.0,0.12142857142857143,3.4,17.0,1.0,0.802,2485.2228196372484,88.75795784418744
CA,Ottawa,Line 2/Line 4,South Extension+Airport Link,2020.0,2025.0,0.0,20.0,0.0,0.0,13.0,,0.802,1586.7191848453201,79.335959242266
CA,Toronto,Sheppard,Sheppard,1994.0,2002.0,0.0,5.5,1.0,5.5,5.0,1.0,0.81,1514.1633128834355,275.30242052426104
CA,Toronto,YUS,Vaughan,2009.0,2017.0,0.0,8.6,1.0,8.6,6.0,1.0,0.81,3390.2719557686614,394.21766927542575
CA,Toronto,Eglinton Crosstown,Eglinton Crosstown,2011.0,2025.0,0.0,19.0,0.53,10.0,25.0,1.0,0.83,13487.748474002841,709.8814986317285
CA,Toronto,Finch West LRT,Phase 1,2019.0,2025.0,0.0,10.3,0.0005263157894736842,1.0,18.0,,0.84,2502.8620378084697,242.99631435033686
CA,Toronto,Bloor/SSE,Scarborough,2020.0,2030.0,0.0,7.8,1.0,7.8,3.0,1.0,0.84,5606.069285205112,718.7268314365529
CA,Toronto,YUS/YNSE,Yonge to Richmond Hill,2020.0,2030.0,0.0,7.4,1.0,7.4,6.0,1.0,0.84,5538.088442917806,748.3903301240277
CA,Toronto,Eglinton Crosstown,Phase 1 West,2022.0,2031.0,0.0,9.2,0.7391304347826088,6.8,7.0,,0.84,2186.445473338915,237.65711666727333
CA,Toronto,Ontario Line,Ontario,2022.0,2031.0,0.0,15.5,0.57,8.8,15.0,1.0,0.84,22848.0,1474.0645161290322
CA,Vancouver,Millennium Line,Millennium Line Phase 1,1998.0,2002.0,0.0,19.9,0.0,0.0,13.0,1.0,0.81,1719.920696864112,86.42817572181467
CA,Vancouver,Canada Line,Canada Line,2005.0,2009.0,0.0,18.4,0.49,9.1,16.0,1.0,0.82,2470.334336506834,134.25730089711055
CA,Vancouver,Evergreen Line,Evergreen Line,2012.0,2016.0,0.0,10.9,0.18,2.0,6.0,1.0,0.81,1490.8434990875915,136.7746329438157
CA,Vancouver,Millennium,Broadway,2020.0,2027.0,0.0,5.7,0.8771929824561403,5.0,6.0,1.0,0.84,3010.968848817436,528.2401489153397
CA,Vancouver,"
Surrey Langley SkyTrain",Planning,2024.0,2029.0,0.0,16.0,0.0,0.0,8.0,1.0,1.0,5996.0,374.75
CA,Vancouver,Expo Line,Expo Line Surrey-Langley extension,2022.0,,0.0,16.0,0.0,0.0,8.0,1.0,0.798,3535.5192539395507,220.96995337122192
CH,Geneva,CEVA,CEVA,2013.0,2019.0,1.0,8.8,0.96,8.4,4.0,0.0,0.68,1352.7866400563319,153.72575455185589
CH,Lucerne,Zentralbahn,Zentralbahn,2008.0,2013.0,1.0,1.5,0.9,1.4,1.0,0.0,0.68,209.23459419598632,139.4897294639909
CH,Zurich,Durchmesserlinie,Durchmesserlinie,2007.0,2014.0,1.0,9.6,0.5,4.8,1.0,0.0,0.68,1928.9111090728986,200.92824052842695
CL,Santiago,Project 63,Project 63,2013.0,2019.0,0.0,37.0,1.0,37.0,28.0,0.0,1.7,6474.728653747599,174.99266631750268
CL,Santiago,Line 7,Line 7,2021.0,2026.0,0.0,24.8,1.0,24.8,21.0,0.0,1.7,5132.9410397908805,206.97342902382582
CN,Beijing,Line 13,Line 13,1999.0,2003.0,0.0,40.85,0.0,0.0,17.0,0.0,0.367,4409.930464465786,107.95423413624935
CN,Beijing,Line 10,Line 10 North and East,2003.0,2008.0,0.0,24.64,1.0,24.64,22.0,0.0,0.3519,7521.646098617511,305.2616111451911
CN,Beijing,Capital Airport Express,Capital Airport Express,2005.0,2008.0,0.0,28.1,0.0,0.0,4.0,0.0,0.3519,341.65842096129023,12.158662667661574
CN,Beijing,Line 8,Line 8 Phase 1 for Olympics,2005.0,2008.0,0.0,4.528,1.0,4.528,4.0,0.0,0.3519,1328.6411356682027,293.4278126475713
CN,Beijing,Line 4,Line 4,2004.0,2009.0,0.0,28.2,0.9516666666666667,26.837,24.0,0.0,0.3519,8444.008539907833,299.4329269470863
CN,Beijing,Daxing Line,Daxing Line,2007.0,2010.0,0.0,21.8,0.8027522936,17.5,11.0,0.0,0.333,5348.7514463061025,245.35557093147258
CN,Beijing,Line 9,Line 9,2007.0,2012.0,0.0,16.5,1.0,16.5,13.0,0.0,0.3,5407.770205818689,327.74364883749627
CN,Beijing,Line 6,Line 6 Phase 1,2008.0,2012.0,0.0,30.4,1.0,30.4,20.0,0.0,0.3,11737.795795575448,386.111703801824
CN,Beijing,Line 8,Line 8 Northern Extension,2011.0,2013.0,0.0,6.328,0.7345132743,4.648,3.0,0.0,0.284,1235.7523999377609,195.28324904199758
CN,Beijing,Line 15,Line 15 Phase 1,2009.0,2014.0,0.0,41.4,0.6690821256,27.7,18.0,0.0,0.3,7587.646567854129,183.27648714623498
CN,Beijing,Line 7,Line 7 Phase 1,2009.0,2014.0,0.0,23.7,1.0,23.7,21.0,0.0,0.266,5477.88131927548,231.13423288082194
CN,Beijing,Line 6,Line 6 Phase 2,2011.0,2014.0,0.0,12.4,1.0,12.4,8.0,0.0,0.273,2142.463527603807,172.77931674224251
CN,Beijing,Line 8,Line 8 Phase 4,2016.0,2018.0,0.0,3.4,0.290764705882353,0.9886,2.0,0.0,0.258,1134.3357511064607,333.6281620901355
CN,Beijing,Capital Airport Express,Capital Airport Express west extenion,2016.0,2020.0,0.0,1.83,1.0,1.83,1.0,0.0,0.237,517.6513326988096,282.869580709732
CN,Beijing,Line 7,Line 7 Phase 2 (Eastern Extension),2016.0,2020.0,0.0,17.2,0.8720930233,15.0,9.0,0.0,0.251,4885.030422696005,284.01339666837237
CN,Beijing,Line 16,Line 16,2013.0,2021.0,0.0,49.8,1.0,49.8,29.0,0.0,0.273,17675.324102731407,354.9261868018355
CN,Beijing,Line 3,Line 3 Phase 1+2,2016.0,2021.0,0.0,37.4,0.5561497326,20.8,27.0,0.0,0.258,13764.60048857255,368.0374462185174
CN,Beijing,Line 12,Line 12,2017.0,2021.0,0.0,29.2,1.0,29.2,21.0,0.0,0.258,10746.338694692788,368.02529776345165
CN,Beijing,Line 19,Line 19 Phase 1,2017.0,2021.0,0.0,22.4,1.0,22.4,10.0,0.0,0.258,7356.598526181667,328.4195770616816
CN,Beijing,Line 28,Line 28,2017.0,2021.0,0.0,8.777,1.0,8.777,9.0,0.0,0.238,3616.635644633239,412.05829379437614
CN,Beijing,Line 11,Line 11 West,2019.0,2021.0,0.0,4.2,1.0,4.2,4.0,0.0,0.239,1608.0765163381775,382.87536103289943
CN,Beijing,Line 17,Line 17,2015.0,2022.0,0.0,49.7,1.0,49.7,20.0,0.0,0.238,14490.65348283051,291.56244432254545
CN,Beijing,Line 13,Line 13A,2019.0,2022.0,0.0,30.2,0.6026490066225165,18.2,18.0,0.0,0.238,6796.438434934305,225.04763029583793
CN,Beijing,Line 13,Line 13B,2019.0,2022.0,0.0,32.2,0.3198757763975155,10.3,15.0,0.0,0.238,3585.433297895226,111.34886018308154
CN,Beijing,Line 22,Line 22,2019.0,2022.0,0.0,78.6,0.62,48.5,20.0,0.0,0.238,18134.236608737487,230.71547848266525
CN,Beijing,Line M101,Line M101,2022.0,2027.0,0.0,19.0,1.0,19.0,14.0,0.0,0.239000000000001,5040.159556214879,265.27155559025675
CN,Beijing,Yanfang Branch,Yanfang Branch,2020.0,,0.0,6.015,0.0,0.0,3.0,0.0,0.239,1266.2019813686438,210.50739507375624
CN,Changchun,Line 1,Line 1 South Extension,2010.0,2019.0,0.0,8.0,1.0,8.0,6.0,0.0,0.258,1830.8577035402525,228.85721294253156
CN,Changchun,New Beihu Line,New Beihu Line,2010.0,2019.0,0.0,13.4,0.0,0.0,13.0,0.0,0.258,1396.3606760696491,104.20602060221263
CN,Changchun,Line 2,Line 2 Western Extension,2015.0,2019.0,0.0,5.3,1.0,5.3,3.0,0.0,0.239,995.2662218505221,187.78607959443812
CN,Changchun,Line 2,Line 2,,2020.0,0.0,22.8,1.0,22.8,19.0,0.0,0.239,4333.22455846158,190.0537087044553
CN,Changchun,Line 2,Line 2 Eastern Extension,2019.0,2025.0,0.0,9.1,1.0,9.1,5.0,0.0,0.237,1475.593882265329,162.1531738753109
CN,Changchun,Line 9,Line 9 (Konggang),2019.0,2025.0,0.0,28.2,0.4929078014,13.9,8.0,0.0,0.237,3635.0626918405296,128.90293233477055
CN,Changchun,Line 7,Line 7 Phase 1,2020.0,2025.0,0.0,22.5,1.0,22.5,19.0,0.0,0.237,4481.422620803083,199.17433870235925
CN,Changchun,Line 5,Line 5 Phase 1,2021.0,,0.0,19.567,1.0,19.567,18.0,0.0,0.238,5673.153952365865,289.93478572933327
CN,Changchun,Line 3,Line 3 Southern Extension,,,0.0,3.0,0.2666666667,0.8,2.0,0.0,0.237,241.28303785238958,80.42767928412985
CN,Changchun,Line 4,Line 4 Southern Extension,,,0.0,4.0,0.0,0.0,6.0,0.0,0.237,578.906740401502,144.7266851003755
CN,Changchun,Line 6,Line 6,,,0.0,29.7,1.0,29.7,22.0,0.0,0.237,5621.981057182793,189.29229148763613
CN,Changsha,First,First,2008.0,2015.0,0.0,45.92,0.97,44.61,32.0,0.0,0.281,8268.112406256261,180.05471267979664
CN,Changsha,Line 2,Line 2 Phase 2,2011.0,2015.0,0.0,21.926,1.0,21.926,19.0,0.0,0.273,4249.219329747551,193.79819984254087
CN,Changsha,Line 5,Line 5 Phase 1,2014.0,2021.0,0.0,22.7,1.0,22.7,18.0,0.0,0.2808,6109.002639393016,269.11905900409766
CN,Changsha,Line 1 North Extension,Line 1 North Extension Phase 1,2017.0,2021.0,0.0,9.93,0.5438066465,5.4,5.0,0.0,0.239,1815.5438452921017,182.83422409789543
CN,Changsha,Line 2,Line 2 West Extension,2017.0,2021.0,0.0,14.72,0.7826086957,11.52,11.0,0.0,0.239,2826.2589756609004,192.00128910739812
CN,Changsha,Line 6,Line 6 Central,2017.0,2021.0,0.0,26.5,1.0,26.5,20.0,0.0,0.239,6643.030662859007,250.680402372038
CN,Changsha,Line 7,Line 7 Phase 1,2017.0,2021.0,0.0,21.6,1.0,21.6,16.0,0.0,0.239,5386.915562565274,249.39423900765152
CN,Changsha,Line 4,Line 4 North Extension,2018.0,2022.0,0.0,14.26,0.1444600281,2.06,8.0,0.0,0.239,2029.4518093913182,142.31779869504336
CN,Changsha,Line 5,Line 5 South Extension,2018.0,2022.0,0.0,8.43,1.0,8.43,7.0,0.0,0.239,1998.5539923547647,237.0763929246459
CN,Changsha,Line 6,Line 6 West,2018.0,2022.0,0.0,10.05,1.0,10.05,7.0,0.0,0.239,2247.519095014686,223.6337407974812
CN,Changsha,Line 6,Line 6 East,2018.0,2022.0,0.0,12.15,1.0,12.15,5.0,0.0,0.239,1824.1595827349868,150.13659117160384
CN,Changsha,Line 5,Line 5 North Extension,2019.0,2022.0,0.0,3.65,0.4849315068,1.77,2.0,0.0,0.239,418.60600196638376,114.68657588120102
CN,Changsha,Line 2 West Extension,Line 2 West Extension Phase 2,2021.0,2025.0,0.0,13.99,0.98,13.78,11.0,0.0,0.239000000000001,3316.9393957855245,237.09359512405464
CN,Changzhou,Line 1,Line 1 Phase 1,2019.0,,0.0,34.237,0.92,31.635,29.0,0.0,0.239,6261.119519009484,182.8758220349179
CN,Changzhou,Line 2,Line 2 Phase 1,2021.0,,0.0,19.79,1.0,19.79,15.0,0.0,0.239,3994.732391748163,201.85610872906335
CN,Chengdu,Line 18,Line 18 Phase 1 and 2,2016.0,2019.0,0.0,58.6,0.65,37.9,13.0,0.0,0.237,9979.167358138164,170.2929583300028
CN,Chengdu,Line 1,Line 1 Phase 3,2013.0,2020.0,0.0,13.0,0.43,5.6,10.0,0.0,0.239,1729.0893764686682,133.00687511297448
CN,Chengdu,Line 10,Line 10 Phase 1,2013.0,2020.0,0.0,10.9,1.0,10.9,5.0,0.0,0.239,1639.9610580939946,150.45514294440318
CN,Chengdu,Line 3,Line 3 Phase 2,2013.0,2020.0,0.0,15.0,0.6,9.0,9.0,0.0,0.239,2088.573593913185,139.23823959421233
CN,Chengdu,Line 4,Line 4 Phase 2,2013.0,2020.0,0.0,21.3,1.0,21.3,13.0,0.0,0.239,3036.304712630548,142.54951702490834
CN,Chengdu,Line 7,Line 7,2013.0,2020.0,0.0,38.6,1.0,38.6,31.0,0.0,0.239,8024.519597666448,207.88910874783542
CN,Chengdu,Line 5,Line 5 Phase 1 and 2 (redesign),2015.0,2020.0,0.0,49.0,0.68,33.2,39.0,0.0,0.237,9340.730714476298,190.6271574382918
CN,Chengdu,Line 10,Line 10 Phase 2,2016.0,2020.0,0.0,26.7,0.3895131086142322,10.4,9.0,0.0,0.251,4192.2674651656,157.01376274028465
CN,Chengdu,Line 9,Line 9 Phase 1,2016.0,2020.0,0.0,22.2,1.0,22.2,13.0,0.0,0.239,6017.080195286835,271.03964843634395
CN,Chengdu,Line 13,Line 13 Phase 1,2019.0,2024.0,0.0,28.85,0.9116117850953206,26.3,19.0,0.0,0.238,6706.802602486925,232.47149402034404
CN,Chengdu,Line 17,Line 17 Phase 2,2019.0,2024.0,0.0,27.6,1.0,27.6,17.0,0.0,0.238,5677.12516013252,205.69294058451158
CN,Chengdu,Line 18,Line 18 Phase 3,2019.0,2024.0,0.0,14.29,1.0,14.29,7.0,0.0,0.238,4157.287216293706,290.92282829207176
CN,Chengdu,Line 19,Line 19 Phase 2,2019.0,2024.0,0.0,42.87,1.0,42.87,12.0,0.0,0.238,10074.95410400654,235.0117588991495
CN,Chengdu,Line 27,Line 27 Phase 1,2019.0,2024.0,0.0,24.86,0.7,17.35,17.0,0.0,0.238,4705.030230394629,189.26107121458688
CN,Chengdu,Line 30,Line 30 Phase 1,2019.0,2024.0,0.0,24.78,1.0,24.78,24.0,0.0,0.238,5421.26591688082,218.77586428090476
CN,Chengdu,Line 8,Line 8 Phase 2,2019.0,2024.0,0.0,7.83,1.0,7.83,7.0,0.0,0.239,2122.6987473685444,271.0981797405548
CN,Chengdu,Line 10,Line 10 Phase 3,2019.0,2025.0,0.0,5.5,1.0,5.5,4.0,0.0,0.238,1054.0720043495778,191.64945533628688
CN,Chengdu,Line 3,Line 3 Phase 3 (redesign),2015.0,,0.0,12.6,0.57,7.2,9.0,0.0,0.258,2069.665230088981,164.25914524515724
CN,Chengdu,Line 17,Line 17 Phase 1,2021.0,,0.0,26.14,0.79,20.64,9.0,0.0,0.239000000000001,4609.368625596949,176.33391834724364
CN,Chengdu,Line 8,Line 8 Phase 1,2021.0,,0.0,29.1,1.0,29.1,25.0,0.0,0.238,6738.855922317793,231.5758048906458
CN,Chengdu,Line S3,Line S3,2021.0,,1.0,38.7,0.27,10.42,7.0,0.0,0.239000000000001,3467.7093683212306,89.60489323827467
CN,Chengdu,Line S5,Line S5,2022.0,,1.0,59.0,0.17,9.85,13.0,0.0,0.239000000000001,6073.7992501015115,102.94575000172054
CN,Chongqing,Ring Line,Ring Line,2012.0,2016.0,0.0,50.93,0.86,43.622,33.0,0.0,0.266,11696.303719400514,229.65450067544694
CN,Chongqing,Line 4,Line 4 Phase 1,2013.0,2018.0,0.0,15.77,0.7006975269,11.05,9.0,0.0,0.273,3144.065226758587,199.37002072026553
CN,Chongqing,Line 10,Line 10,2014.0,2020.0,0.0,44.09,0.811521887,35.78,27.0,0.0,0.237,8943.289524593101,202.8416766748265
CN,Chongqing,Line 6,Line 6 Branch (EXPO) Phase 2,2016.0,2020.0,0.0,13.99,0.6383130808,8.93,7.0,0.0,0.237,2149.4033669949463,153.63855375231924
CN,Chongqing,Line 5,Line 5 Northern Extension,2019.0,2024.0,0.0,8.95,1.0,8.95,7.0,0.0,0.239,2391.8943949514705,267.25077038563916
CN,Chongqing,Line 5,Line 5A,2019.0,2024.0,0.0,28.96,0.6256906077,18.12,19.0,0.0,0.237,5847.734555054219,201.92453574082248
CN,Chongqing,Line 18,Line 18 Phase 2,2020.0,2025.0,0.0,10.61,1.0,10.61,8.0,0.0,0.239000000000001,2381.87400000001,224.49330819981245
CN,Chongqing,Line 4,Line 4 West extension,2021.0,2026.0,0.0,10.9,1.0,10.9,9.0,0.0,0.239000000000001,2849.579356142758,261.42929872869337
CN,Chongqing,Line 17,Line 17 (redesign) Phase 1,2022.0,2026.0,0.0,14.18,1.0,14.18,9.0,0.0,0.239000000000001,2929.413440000012,206.58768970380905
CN,Chongqing,Line 15,Line 15 Phase 1,2021.0,2027.0,1.0,38.73,0.92,35.463,14.0,0.0,0.239000000000001,7363.2722059416465,190.11805334215458
CN,Chongqing,Line 27,Line 27,2021.0,2027.0,1.0,51.789,0.98,50.529,14.0,0.0,0.239000000000001,9295.331622268186,179.4846709198514
CN,Chongqing,Line 6,Line 6 Branch (EXPO),2013.0,,0.0,12.1,0.98,11.9,5.0,0.0,0.273,1986.4207673433298,164.16700556556444
CN,Chongqing,Bishan-Tongliang Line,Bishan-Tongliang Line,2020.0,,0.0,37.353,0.28,10.386,9.0,0.0,0.239,2431.67056066396,65.0997392622804
CN,Chongqing,Jiangjin Line,Jiangjin Line,2020.0,,0.0,28.22,0.21,5.8,7.0,0.0,0.239,1939.2586790205983,68.71930117011334
CN,Chongqing,Line 15,Line 15 Phase 2,2021.0,,1.0,32.8,0.93,30.5,11.0,0.0,0.239000000000001,6089.6556286747855,185.66023258154837
CN,Chongqing,Line 24,Line 24 Phase 1,2021.0,,0.0,18.9,1.0,18.9,12.0,0.0,0.239000000000001,4129.108481352196,218.47134821969294
CN,Chongqing,Line 4,Line 4 Phase 2,,,0.0,32.6,0.6340490798,20.67,14.0,0.0,0.237,5196.069044001162,159.38862098163077
CN,Dalian,Line 1,Line 1 Phase 3,2010.0,2021.0,0.0,13.2,0.14,1.8,3.0,0.0,0.251,2294.3391417750317,173.8135713465933
CN,Dalian,Line 4,Line 4,2010.0,2022.0,0.0,24.484,1.0,24.484,18.0,0.0,0.251,5804.996686904965,237.09347683813775
CN,Dongguan,Line 1,Line 1 Phase 1,2021.0,2026.0,0.0,57.46,0.86,49.4,25.0,0.0,0.238,10772.184724752304,187.4727588714289
CN,Dongguan,Line 1,Line 1 Phase 3,2021.0,2026.0,0.0,51.5,1.0,51.5,20.0,0.0,0.238,10440.588876236518,202.72988109197124
CN,Dongguan,Line 1,Line 1 Feeder Phase 1,2022.0,2027.0,0.0,25.56,1.0,25.56,10.0,0.0,0.238,4963.726050622513,194.198984766139
CN,Dongguan,Line 2,Line 2 Phase 3,2022.0,2027.0,0.0,17.5,0.96,16.8,9.0,0.0,0.238,4166.931578012727,238.11037588644157
CN,Dongguan,Line 1,Line 1 Phase 2,2023.0,2028.0,0.0,10.9,0.34862385321100914,3.8,4.0,0.0,0.238,1717.5473590787656,157.57315220906105
CN,Dongguan,Line 3,Line 3 Phase 1,2023.0,2028.0,0.0,50.14,1.0,50.14,18.0,0.0,0.238,9127.53739396144,182.04103298686556
CN,Dongguan,Line 3,Line 3 feeder,2024.0,2028.0,0.0,1.8,1.0,1.8,1.0,0.0,0.238,367.9040338109263,204.39112989495905
CN,Foshan,Guangfo Line,Guangfo Line,2007.0,2011.0,0.0,32.16,1.0,32.16,21.0,0.0,0.317,6536.858272214116,203.26051841461808
CN,Foshan,Line 2,Line 2 Phase 1,2014.0,2021.0,0.0,32.41,0.78,25.3,17.0,0.0,0.237,5944.650387898386,183.4202526349394
CN,Foshan,Line 3,Line 3 Phase 1,2016.0,2022.0,0.0,69.5,0.86,59.5,37.0,0.0,0.238,12075.87550300598,173.75360435979826
CN,Foshan,Line 11,Line 11,2021.0,2026.0,0.0,36.4,0.66,24.0,18.0,0.0,0.239,7003.681790161272,192.40884038904593
CN,Foshan,Line 2,Line 2 Phase 2,2021.0,2026.0,0.0,23.5,0.54,12.7,10.0,0.0,0.239,3286.3016473557955,139.84262329173598
